nacchoid,link from,link to,state,Notes
TN003,Benton County Health Department,TN031,TN,
TN005,Blount County Health Department,TN001,TN,
TN005,Blount County Health Department,TN078,TN,
TN005,Blount County Health Department,TN081,TN,
TN005,Blount County Health Department,TN084,TN,
TN005,Blount County Health Department,TN101,TN,
TN007,Campbell County Health Department,TN036,TN,
TN007,Campbell County Health Department,TN084,TN,
TN007,Campbell County Health Department,TN001,TN,
TN008,Cannon County Health Department,TN019,TN,
TN008,Cannon County Health Department,TN047,TN,
TN008,Cannon County Health Department,TN058,TN,
TN008,Cannon County Health Department,TN072,TN,
TN008,Cannon County Health Department,TN076,TN,
TN009,Carroll County Health Department,TN018,TN,
TN009,Carroll County Health Department,TN039,TN,
TN009,Carroll County Health Department,TN042,TN,
TN009,Carroll County Health Department,TN089,TN,
TN009,Carroll County Health Department,TN031,TN,
TN010,Carter County Health Department,TN034,TN,
TN010,Carter County Health Department,TN037,TN,
TN010,Carter County Health Department,TN040,TN,
TN010,Carter County Health Department,TN092,TN,
TN010,Carter County Health Department,TN096,TN,
TN012,Cheatham County Health Department,TN023,TN,
TN012,Cheatham County Health Department,TN068,TN,
TN012,Cheatham County Health Department,TN079,TN,
TN012,Cheatham County Health Department,TN081,TN,
TN012,Cheatham County Health Department,TN088,TN,
TN013,Chester County Health Department,IN017,TN,
TN013,Chester County Health Department,TN038,TN,
TN013,Chester County Health Department,TN041,TN,
TN013,Chester County Health Department,TN043,TN,
TN013,Chester County Health Department,TN071,TN,
TN016,Cocke County Health Department,TN001,TN,
TN016,Cocke County Health Department,TN033,TN,
TN016,Cocke County Health Department,TN036,TN,
TN016,Cocke County Health Department,TN067,TN,
TN016,Cocke County Health Department,TN005,TN,
TN018,Crockett County Health Center,TN031,TN,
TN018,Crockett County Health Center,TN041,TN,
TN019,Cumberland County Health Department,TN047,TN,
TN019,Cumberland County Health Department,TN072,TN,
TN019,Cumberland County Health Department,TN076,TN,
TN019,Cumberland County Health Department,TN019,TN,
TN019,Cumberland County Health Department,TN095,TN,
TN020,Metro Public Health Department,IL009,IL,
TN020,Metro Public Health Department,AL038,AL,
TN020,Metro Public Health Department,TN051,TN,
TN020,Metro Public Health Department,TN019,TN,
TN020,Metro Public Health Department,TN066,TN,
TN022,Dekalb County Health Department,TN047,TN,
TN022,Dekalb County Health Department,TN072,TN,
TN022,Dekalb County Health Department,TN076,TN,
TN022,Dekalb County Health Department,TN095,TN,
TN022,Dekalb County Health Department,TN099,TN,
TN028,Fayette County Health Department,TN089,TN,
TN032,Giles County Health Department,KY133,KY,
TN032,Giles County Health Department,TN062,TN,
TN033,Grainger County Health Department,TN007,TN,
TN033,Grainger County Health Department,TN036,TN,
TN033,Grainger County Health Department,TN067,TN,
TN033,Grainger County Health Department,TN103,TN,
TN033,Grainger County Health Department,TN084,TN,
TN036,Hamblen County Health Department,TN001,TN,
TN036,Hamblen County Health Department,TN027,TN,
TN036,Hamblen County Health Department,TN033,TN,
TN036,Hamblen County Health Department,TN078,TN,
TN036,Hamblen County Health Department,TN084,TN,
TN038,Hardeman County Health Department,TN041,TN,
TN038,Hardeman County Health Department,TN043,TN,
TN039,Hardin County Health Department,TN018,TN,
TN039,Hardin County Health Department,TN028,TN,
TN039,Hardin County Health Department,TN031,TN,
TN039,Hardin County Health Department,TN009,TN,
TN039,Hardin County Health Department,TN098,TN,
TN040,Hawkins County Health Department,TN010,TN,
TN040,Hawkins County Health Department,TN034,TN,
TN040,Hawkins County Health Department,TN087,TN,
TN040,Hawkins County Health Department,TN092,TN,
TN040,Hawkins County Health Department,TN096,TN,
TN041,Haywood County Health Department,TN031,TN,
TN041,Haywood County Health Department,TN042,TN,
TN041,Haywood County Health Department,AL042,TN,
TN041,Haywood County Health Department,TN003,TN,
TN041,Haywood County Health Department,TN101,TN,
TN042,Henderson County Health Department,TN031,TN,
TN042,Henderson County Health Department,TN039,TN,
TN042,Henderson County Health Department,TN043,TN,
TN042,Henderson County Health Department,TN071,TN,
TN042,Henderson County Health Department,TN089,TN,
TN043,Henry County Health Department,TN018,TN,
TN043,Henry County Health Department,TN039,TN,
TN043,Henry County Health Department,TN042,TN,
TN043,Henry County Health Department,TN089,TN,
TN043,Henry County Health Department,TN031,TN,
TN045,Houston County Health Department,TN068,TN,
TN045,Houston County Health Department,TN081,TN,
TN046,Humphreys County Health Department,TN068,TN,
TN046,Humphreys County Health Department,TN081,TN,
TN046,Humphreys County Health Department,TN086,TN,
TN046,Humphreys County Health Department,TN088,TN,
TN046,Humphreys County Health Department,TN101,TN,
TN048,Jackson-Madison County Regional Health Department,TN011,TN,
TN048,Jackson-Madison County Regional Health Department,TN051,TN,
TN048,Jackson-Madison County Regional Health Department,TN066,TN,
TN048,Jackson-Madison County Regional Health Department,TN087,TN,
TN048,Jackson-Madison County Regional Health Department,TN108,TN,
TN049,Jefferson County Health Department,TN001,TN,
TN049,Jefferson County Health Department,TN027,TN,
TN049,Jefferson County Health Department,TN067,TN,
TN049,Jefferson County Health Department,TN078,TN,
TN049,Jefferson County Health Department,TN084,TN,
TN050,Johnson County Health Department,TN034,TN,
TN050,Johnson County Health Department,TN037,TN,
TN050,Johnson County Health Department,TN040,TN,
TN050,Johnson County Health Department,TN092,TN,
TN050,Johnson County Health Department,TN096,TN,
TN053,Lauderdale County Health Department,TN013,TN,
TN053,Lauderdale County Health Department,TN031,TN,
TN053,Lauderdale County Health Department,TN068,TN,
TN053,Lauderdale County Health Department,TN003,TN,
TN053,Lauderdale County Health Department,TN101,TN,
TN054,Lawrence County Health Department,TN002,TN,
TN054,Lawrence County Health Department,TN056,TN,
TN054,Lawrence County Health Department,TN061,TN,
TN054,Lawrence County Health Department,TN062,TN,
TN054,Lawrence County Health Department,TN032,TN,
TN055,Lewis County Health Department,TN054,TN,
TN055,Lewis County Health Department,TN056,TN,
TN055,Lewis County Health Department,TN061,TN,
TN055,Lewis County Health Department,TN062,TN,
TN057,Loudon County Health Department,TN001,TN,
TN057,Loudon County Health Department,TN036,TN,
TN057,Loudon County Health Department,TN063,TN,
TN057,Loudon County Health Department,TN078,TN,
TN057,Loudon County Health Department,TN084,TN,
TN058,Macon County Health Department,TN019,TN,
TN058,Macon County Health Department,TN072,TN,
TN058,Macon County Health Department,TN076,TN,
TN058,Macon County Health Department,TN099,TN,
TN058,Macon County Health Department,TN101,TN,
TN060,Marion County Health Department,TN004,TN,
TN060,Marion County Health Department,TN006,TN,
TN060,Marion County Health Department,TN035,TN,
TN060,Marion County Health Department,TN063,TN,
TN061,Marshall County Health Department,TN002,TN,
TN061,Marshall County Health Department,TN054,TN,
TN061,Marshall County Health Department,TN056,TN,
TN061,Marshall County Health Department,TN062,TN,
TN061,Marshall County Health Department,TN032,TN,
TN062,Maury County Health Department,TN054,TN,
TN062,Maury County Health Department,TN100,TN,
TN063,McMinn County Health Department,TN063,TN,
TN064,McNairy County Health Department,TN018,TN,
TN064,McNairy County Health Department,TN028,TN,
TN064,McNairy County Health Department,TN009,TN,
TN064,McNairy County Health Department,TN098,TN,
TN066,Shelby County Health Department,TN011,TN,
TN066,Shelby County Health Department,TN047,TN,
TN066,Shelby County Health Department,TN051,TN,
TN066,Shelby County Health Department,TN020,TN,
TN066,Shelby County Health Department,TN019,TN,
TN067,Monroe County Health Department,TN001,TN,
TN067,Monroe County Health Department,TN005,TN,
TN067,Monroe County Health Department,TN007,TN,
TN067,Monroe County Health Department,TN078,TN,
TN067,Monroe County Health Department,TN084,TN,
TN068,Montgomery County Health Department,CA045,CA,
TN068,Montgomery County Health Department,KY008,KY,
TN068,Montgomery County Health Department,LA045,LA,
TN068,Montgomery County Health Department,TN081,TN,
TN068,Montgomery County Health Department,CA041,CA,
TN070,Morgan County Health Department,TN005,TN,
TN070,Morgan County Health Department,TN010,TN,
TN070,Morgan County Health Department,TN057,TN,
TN070,Morgan County Health Department,TN081,TN,
TN070,Morgan County Health Department,TN084,TN,
TN073,Perry County Health Department,TN054,TN,
TN073,Perry County Health Department,TN056,TN,
TN073,Perry County Health Department,TN061,TN,
TN073,Perry County Health Department,TN062,TN,
TN075,Polk County Health Department,TN075,TN,
TN078,Roane County Health Department,TN001,TN,
TN078,Roane County Health Department,TN005,TN,
TN078,Roane County Health Department,TN057,TN,
TN078,Roane County Health Department,TN081,TN,
TN078,Roane County Health Department,TN084,TN,
TN081,Rutherford County Health Department,TN020,TN,
TN081,Rutherford County Health Department,TN068,TN,
TN081,Rutherford County Health Department,TN088,TN,
TN081,Rutherford County Health Department,TN100,TN,
TN081,Rutherford County Health Department,TN101,TN,
TN084,Sevier County Health Department,TN001,TN,
TN084,Sevier County Health Department,TN033,TN,
TN084,Sevier County Health Department,TN036,TN,
TN084,Sevier County Health Department,TN067,TN,
TN084,Sevier County Health Department,TN005,TN,
TN085,Smith County Health Department,TN047,TN,
TN085,Smith County Health Department,TN072,TN,
TN085,Smith County Health Department,TN076,TN,
TN085,Smith County Health Department,TN099,TN,
TN085,Smith County Health Department,TN101,TN,
TN086,Stewart County Community Medical Center,TN068,TN,
TN086,Stewart County Community Medical Center,TN101,TN,
TN089,Tipton County Health Department,TN013,TN,
TN089,Tipton County Health Department,TN031,TN,
TN089,Tipton County Health Department,TN052,TN,
TN089,Tipton County Health Department,TN003,TN,
TN089,Tipton County Health Department,TN101,TN,
TN090,Trousdale County Health Department,TN068,TN,
TN090,Trousdale County Health Department,TN081,TN,
TN090,Trousdale County Health Department,TN088,TN,
TN090,Trousdale County Health Department,TN100,TN,
TN090,Trousdale County Health Department,TN101,TN,
TN092,Unicoi County Health Department,TN010,TN,
TN092,Unicoi County Health Department,TN034,TN,
TN092,Unicoi County Health Department,TN040,TN,
TN092,Unicoi County Health Department,TN103,TN,
TN092,Unicoi County Health Department,TN096,TN,
TN094,Van Buren County Health Department,TN047,TN,
TN094,Van Buren County Health Department,TN072,TN,
TN094,Van Buren County Health Department,TN076,TN,
TN094,Van Buren County Health Department,TN019,TN,
TN094,Van Buren County Health Department,TN095,TN,
TN095,Warren County Health Department,TN019,TN,
TN095,Warren County Health Department,TN047,TN,
TN095,Warren County Health Department,TN058,TN,
TN095,Warren County Health Department,TN072,TN,
TN095,Warren County Health Department,TN076,TN,
TN096,Washington County Health Department,TN010,TN,
TN096,Washington County Health Department,TN034,TN,
TN096,Washington County Health Department,TN103,TN,
TN096,Washington County Health Department,TN092,TN,
TN097,Wayne County Health Department,TN002,TN,
TN097,Wayne County Health Department,TN056,TN,
TN097,Wayne County Health Department,TN061,TN,
TN097,Wayne County Health Department,TN062,TN,
TN097,Wayne County Health Department,TN032,TN,
TN099,White County Health Department,TN019,TN,
TN099,White County Health Department,TN047,TN,
TN099,White County Health Department,TN058,TN,
TN099,White County Health Department,TN072,TN,
TN099,White County Health Department,TN076,TN,
TN100,Williamson County Health Department,TN023,TN,
TN100,Williamson County Health Department,TN068,TN,
TN100,Williamson County Health Department,TN081,TN,
TN100,Williamson County Health Department,TN088,TN,
TN100,Williamson County Health Department,TN101,TN,
TN101,Wilson County Health Department,TN068,TN,
TN101,Wilson County Health Department,TN081,TN,
TN101,Wilson County Health Department,TN088,TN,
TN101,Wilson County Health Department,TN090,TN,
TN101,Wilson County Health Department,TN100,TN,
TX001,Abilene-Taylor County Public Health Department,TX007,TX,
TX001,Abilene-Taylor County Public Health Department,TX190,TX,
TX001,Abilene-Taylor County Public Health Department,TX236,TX,
TX001,Abilene-Taylor County Public Health Department,TX146,TX,
TX001,Abilene-Taylor County Public Health Department,TX184,TX,
TX003,Andrews County Health Department,TX007,TX,
TX003,Andrews County Health Department,TX144,TX,
TX003,Andrews County Health Department,TX236,TX,
TX003,Andrews County Health Department,TX146,TX,
TX003,Andrews County Health Department,TX184,TX,
TX007,Austin/Travis County Health and Human Services Department,TX010,TX,
TX007,Austin/Travis County Health and Human Services Department,TX144,TX,
TX007,Austin/Travis County Health and Human Services Department,TX171,TX,
TX007,Austin/Travis County Health and Human Services Department,TX236,TX,
TX007,Austin/Travis County Health and Human Services Department,TX146,TX,
TX009,Beaumont Public Health Department,TX137,TX,
TX009,Beaumont Public Health Department,TX146,TX,
TX009,Beaumont Public Health Department,TX163,TX,
TX009,Beaumont Public Health Department,TX143,TX,
TX009,Beaumont Public Health Department,TX168,TX,
TX010,Bell County Public Health District,TX112,TX,
TX010,Bell County Public Health District,TX115,TX,
TX010,Bell County Public Health District,TX144,TX,
TX010,Bell County Public Health District,TX120,TX,
TX010,Bell County Public Health District,TX183,TX,
TX111,Brazoria County Health Department,TX135,TX,
TX111,Brazoria County Health Department,TX144,TX,
TX111,Brazoria County Health Department,TX137,TX,
TX111,Brazoria County Health Department,TX184,TX,
TX112,Brazos County Health District,TX120,TX,
TX112,Brazos County Health District,TX179,TX,
TX112,Brazos County Health District,TX010,TX,
TX112,Brazos County Health District,TX183,TX,
TX112,Brazos County Health District,TX184,TX,
TX115,Cameron County Department of Health and Human Services,TN002,TX,
TX115,Cameron County Department of Health and Human Services,TX247,TX,
TX115,Cameron County Department of Health and Human Services,TX125,TX,
TX120,Cherokee County Health Department,TX131,TX,
TX120,Cherokee County Health Department,TX144,TX,
TX120,Cherokee County Health Department,TX164,TX,
TX120,Cherokee County Health Department,TX179,TX,
TX120,Cherokee County Health Department,TX184,TX,
TX122,Collin County Health Care Services,TX190,TX,
TX122,Collin County Health Care Services,TX140,TX,
TX122,Collin County Health Care Services,TX171,TX,
TX122,Collin County Health Care Services,TX236,TX,
TX122,Collin County Health Care Services,TX131,TX,
TX123,Comal County Health Department,TX242,TX,
TX123,Comal County Health Department,TX159,TX,
TX123,Comal County Health Department,TX171,TX,
TX123,Comal County Health Department,TX122,TX,
TX123,Comal County Health Department,TX185,TX,
TX131,Denton County Health Department,TX189,TX,
TX131,Denton County Health Department,TX122,TX,
TX131,Denton County Health Department,TX190,TX,
TX131,Denton County Health Department,TX236,TX,
TX131,Denton County Health Department,TX144,TX,
TX133,Ector County Health Department,TX003,TX,
TX133,Ector County Health Department,TX170,TX,
TX133,Ector County Health Department,TX160,TX,
TX134,City of El Paso Department of Public Health,TX190,TX,
TX134,City of El Paso Department of Public Health,TX171,TX,
TX134,City of El Paso Department of Public Health,TX007,TX,
TX134,City of El Paso Department of Public Health,TX007,TX,
TX134,City of El Paso Department of Public Health,TX146,TX,
TX135,Fort Bend County Health & Human Services,TX137,TX,
TX135,Fort Bend County Health & Human Services,TX162,TX,
TX135,Fort Bend County Health & Human Services,TX240,TX,
TX135,Fort Bend County Health & Human Services,TX144,TX,
TX135,Fort Bend County Health & Human Services,TX146,TX,
TX137,Galveston County Health District,TX146,TX,
TX137,Galveston County Health District,TX135,TX,
TX137,Galveston County Health District,TX144,TX,
TX144,Harris County Public Health and Environmental Services,TX007,TX,
TX144,Harris County Public Health and Environmental Services,TX135,TX,
TX144,Harris County Public Health and Environmental Services,AZ008,AZ,
TX144,Harris County Public Health and Environmental Services,TX236,TX,
TX144,Harris County Public Health and Environmental Services,WA022,WA,
TX146,Houston Health Department,TX190,TX,
TX146,Houston Health Department,TX236,TX,
TX146,Houston Health Department,TX007,TX,
TX146,Houston Health Department,TX144,TX,
TX153,Laredo City Health Department,TX115,TX,
TX153,Laredo City Health Department,TX125,TX,
TX153,Laredo City Health Department,TX134,TX,
TX153,Laredo City Health Department,TX145,TX,
TX153,Laredo City Health Department,TX171,TX,
TX155,Lubbock City Health Department,TX189,TX,
TX155,Lubbock City Health Department,TX144,TX,
TX155,Lubbock City Health Department,TX236,TX,
TX155,Lubbock City Health Department,TX184,TX,
TX155,Lubbock City Health Department,TX185,TX,
TX160,Midland Health & Senior Services,TX160,TX,
TX162,Montgomery County Public Health Department,TX146,TX,
TX162,Montgomery County Public Health Department,TX240,TX,
TX162,Montgomery County Public Health Department,TX137,TX,
TX162,Montgomery County Public Health Department,TX144,TX,
TX162,Montgomery County Public Health Department,TX007,TX,
TX166,Plainview-Hale County Health Department,TX189,TX,
TX166,Plainview-Hale County Health Department,TX175,TX,
TX166,Plainview-Hale County Health Department,TX155,TX,
TX168,Port Arthur Health Department,TX144,TX,
TX168,Port Arthur Health Department,TX151,TX,
TX168,Port Arthur Health Department,TX163,TX,
TX168,Port Arthur Health Department,TX009,TX,
TX170,San Angelo-Tom Green County Health Department,TX003,TX,
TX170,San Angelo-Tom Green County Health Department,TX160,TX,
TX170,San Angelo-Tom Green County Health Department,TX133,TX,
TX171,San Antonio Metropolitan Health District,TX171,TX,
TX177,Sweetwater-Nolan County Health Department,TX001,TX,
TX177,Sweetwater-Nolan County Health Department,TX113,TX,
TX177,Sweetwater-Nolan County Health Department,TX184,TX,
TX179,Northeast Texas Public Health District,TX004,TX,
TX179,Northeast Texas Public Health District,TX120,TX,
TX179,Northeast Texas Public Health District,TX144,TX,
TX179,Northeast Texas Public Health District,TX146,TX,
TX179,Northeast Texas Public Health District,TX184,TX,
TX181,Uvalde County Department of Public Health,TX240,TX,
TX183,Waco-McLennan County Public Health District,TX112,TX,
TX183,Waco-McLennan County Public Health District,TX236,TX,
TX183,Waco-McLennan County Public Health District,TX010,TX,
TX183,Waco-McLennan County Public Health District,TX184,TX,
TX183,Waco-McLennan County Public Health District,TX185,TX,
TX185,Williamson County and Cities Health District,TX010,TX,
TX185,Williamson County and Cities Health District,TX014,TX,
TX213,Gillespie County Health Division,TX007,TX,
TX213,Gillespie County Health Division,,TX,why blank? can someone check original?
TX213,Gillespie County Health Division,TX123,TX,
TX213,Gillespie County Health Division,TX172,TX,
TX213,Gillespie County Health Division,TX242,TX,
TX224,City of Pasedena Health Department,TX193,TX,
TX224,City of Pasedena Health Department,TX137,TX,
TX224,City of Pasedena Health Department,TX162,TX,
TX224,City of Pasedena Health Department,TX144,TX,
TX224,City of Pasedena Health Department,TX146,TX,
TX236,Tarrant County Public Health Department,TX190,TX,
TX236,Tarrant County Public Health Department,TX131,TX,
TX236,Tarrant County Public Health Department,TX144,TX,
TX236,Tarrant County Public Health Department,TX146,TX,
TX236,Tarrant County Public Health Department,TX184,TX,
UT001,Bear River Health Department,UT005,UT,
UT001,Bear River Health Department,UT007,UT,
UT001,Bear River Health Department,UT006,UT,
UT001,Bear River Health Department,UT012,UT,
UT001,Bear River Health Department,UT003,UT,
UT003,Utah County Health Department,UT007,UT,
UT003,Utah County Health Department,UT001,UT,
UT003,Utah County Health Department,UT004,UT,
UT003,Utah County Health Department,UT006,UT,
UT003,Utah County Health Department,UT012,UT,
UT004,Davis County Department of Health,UT002,UT,
UT004,Davis County Department of Health,UT001,UT,
UT004,Davis County Department of Health,UT006,UT,
UT004,Davis County Department of Health,UT008,UT,
UT004,Davis County Department of Health,UT012,UT,
UT008,Summit County Public Health Department,UT001,UT,
UT008,Summit County Public Health Department,UT004,UT,
UT008,Summit County Public Health Department,UT006,UT,
UT008,Summit County Public Health Department,UT009,UT,
UT008,Summit County Public Health Department,UT011,UT,
UT009,Tooele County Health Department,UT001,UT,
UT009,Tooele County Health Department,UT003,UT,
UT009,Tooele County Health Department,UT006,UT,
UT009,Tooele County Health Department,UT008,UT,
UT009,Tooele County Health Department,UT012,UT,
UT010,Tri-County Health Department,UT007,UT,
UT010,Tri-County Health Department,UT001,UT,
UT010,Tri-County Health Department,UT004,UT,
UT010,Tri-County Health Department,UT006,UT,
UT010,Tri-County Health Department,UT008,UT,
UT011,Wasatch County Health Department,UT001,UT,
UT011,Wasatch County Health Department,UT003,UT,
UT011,Wasatch County Health Department,UT006,UT,
UT011,Wasatch County Health Department,UT008,UT,
UT011,Wasatch County Health Department,UT010,UT,
UT012,Weber Morgan Health Department,UT001,UT,
UT012,Weber Morgan Health Department,UT003,UT,
UT012,Weber Morgan Health Department,UT004,UT,
UT012,Weber Morgan Health Department,UT006,UT,
UT012,Weber Morgan Health Department,UT008,UT,
UT013,San Juan Public Health,UT005,UT,
UT013,San Juan Public Health,UT003,UT,
UT013,San Juan Public Health,UT004,UT,
UT013,San Juan Public Health,UT008,UT,
UT013,San Juan Public Health,UT011,UT,
VA001,Eastern Shore Health District,VA025,VA,
VA001,Eastern Shore Health District,VA069,VA,
VA001,Eastern Shore Health District,VA114,VA,
VA001,Eastern Shore Health District,VA078,VA,
VA025,Chesapeake Health District,VA001,VA,
VA025,Chesapeake Health District,VA069,VA,
VA025,Chesapeake Health District,VA114,VA,
VA025,Chesapeake Health District,VA078,VA,
VA025,Chesapeake Health District,VA104,VA,
VA031,Cumberland Plateau Health District,VA065,VA,
VA031,Cumberland Plateau Health District,VA130,VA,
VA031,Cumberland Plateau Health District,VA135,VA,
VA036,Fairfax County Health District,VA003,VA,
VA036,Fairfax County Health District,VA008,VA,
VA036,Fairfax County Health District,VA057,VA,
VA036,Fairfax County Health District,VA082,VA,
VA045,Chickahominy Health District,VA026,VA,
VA045,Chickahominy Health District,VA117,VA,
VA045,Chickahominy Health District,VA086,VA,
VA052,Hampton City Health District,VA001,VA,
VA052,Hampton City Health District,VA114,VA,
VA052,Hampton City Health District,VA025,VA,
VA052,Hampton City Health District,VA069,VA,
VA052,Hampton City Health District,VA100,VA,
VA078,Portsmouth Health District,VA001,VA,
VA078,Portsmouth Health District,CA041,CA,
VA078,Portsmouth Health District,VA069,VA,
VA078,Portsmouth Health District,VA086,VA,
VA078,Portsmouth Health District,VA104,VA,
VA082,Prince William Health District,VA082,VA,
VA084,Rappahannock Area Health District,VA026,VA,
VA084,Rappahannock Area Health District,VA117,VA,
VA084,Rappahannock Area Health District,VA086,VA,
VA084,Rappahannock Area Health District,VA082,VA,
VA086,Richmond City Health District,VA003,VA,
VA086,Richmond City Health District,VA026,VA,
VA086,Richmond City Health District,VA045,VA,
VA086,Richmond City Health District,VA117,VA,
VA086,Richmond City Health District,VA078,VA,
VA100,Western Tidewater Health District,VA025,VA,
VA110,Peninsula Health District,VA078,VA,
VA110,Peninsula Health District,VA086,VA,
VA110,Peninsula Health District,VA134,VA,
VA110,Peninsula Health District,VA025,VA,
VA110,Peninsula Health District,VA104,VA,
VA117,Henrico Health District,VA026,VA,
VA117,Henrico Health District,VA086,VA,
VA117,Henrico Health District,VA045,VA,
VA127,Central Shenandoah Health District,VA003,VA,
VA127,Central Shenandoah Health District,VA070,VA,
VA127,Central Shenandoah Health District,VA134,VA,
VA127,Central Shenandoah Health District,VA114,VA,
VA127,Central Shenandoah Health District,VA128,VA,
VA129,Crater Health District,VA026,VA,
VA129,Crater Health District,VA052,VA,
VA129,Crater Health District,VA133,VA,
VA129,Crater Health District,VA078,VA,
VA129,Crater Health District,VA135,VA,
VA130,Lenowisco Health District,VA128,VA,
VA130,Lenowisco Health District,VA065,VA,
VA130,Lenowisco Health District,VA031,VA,
VA130,Lenowisco Health District,TN087,TN,
VA130,Lenowisco Health District,VA135,VA,
VA131,Mount Rogers Health District,VA065,VA,
VA131,Mount Rogers Health District,VA130,VA,
VA131,Mount Rogers Health District,VA135,VA,
VA133,Piedmont Health District,VA117,VA,
VA133,Piedmont Health District,VA086,VA,
VA133,Piedmont Health District,VA129,VA,
VA135,West Piedmont Health District,ID003,ID,
VA135,West Piedmont Health District,OK072,OK,
VA135,West Piedmont Health District,WA025,WA,
VT001,Barre Vermont Department of Health,VT005,VT,
VT001,Barre Vermont Department of Health,VT006,VT,
VT001,Barre Vermont Department of Health,VT007,VT,
VT001,Barre Vermont Department of Health,VT011,VT,
VT001,Barre Vermont Department of Health,VT014,VT,
VT003,Brattleboro District Office-Vermont Department of Health,VT002,VT,
VT003,Brattleboro District Office-Vermont Department of Health,VT006,VT,
VT003,Brattleboro District Office-Vermont Department of Health,VT009,VT,
VT003,Brattleboro District Office-Vermont Department of Health,VT010,VT,
VT006,Middlebury Vermont Department of Health,VT001,VT,
VT006,Middlebury Vermont Department of Health,VT005,VT,
VT006,Middlebury Vermont Department of Health,VT007,VT,
VT006,Middlebury Vermont Department of Health,VT009,VT,
VT006,Middlebury Vermont Department of Health,VT011,VT,
VT009,Rutland Vermont Department of Health,VT001,VT,
VT009,Rutland Vermont Department of Health,VT002,VT,
VT009,Rutland Vermont Department of Health,VT006,VT,
VT009,Rutland Vermont Department of Health,VT007,VT,
VT009,Rutland Vermont Department of Health,VT011,VT,
VT014,White River Junction Vermont Department of Health,VT002,VT,
VT014,White River Junction Vermont Department of Health,VT003,VT,
VT014,White River Junction Vermont Department of Health,VT006,VT,
VT014,White River Junction Vermont Department of Health,VT009,VT,
VT014,White River Junction Vermont Department of Health,VT010,VT,
WA001,Adams County Health Department,WA007,WA,
WA001,Adams County Health Department,WA016,WA,
WA001,Adams County Health Department,WA018,WA,
WA001,Adams County Health Department,WA026,WA,
WA001,Adams County Health Department,WA010,WA,
WA002,Asotin County Health District,WA009,WA,
WA002,Asotin County Health District,WA026,WA,
WA002,Asotin County Health District,WA033,WA,
WA002,Asotin County Health District,WA030,WA,
WA002,Asotin County Health District,WA032,WA,
WA003,Benton-Franklin Health District,WA034,WA,
WA003,Benton-Franklin Health District,WA018,WA,
WA003,Benton-Franklin Health District,WA026,WA,
WA003,Benton-Franklin Health District,WA033,WA,
WA003,Benton-Franklin Health District,WA030,WA,
WA004,Kitsap Public Health District,WA027,WA,
WA004,Kitsap Public Health District,WA022,WA,
WA004,Kitsap Public Health District,WA024,WA,
WA004,Kitsap Public Health District,WA031,WA,
WA004,Kitsap Public Health District,WA033,WA,
WA006,Clallam County Health and Human Services,WA011,WA,
WA006,Clallam County Health and Human Services,WA004,WA,
WA006,Clallam County Health and Human Services,WA017,WA,
WA006,Clallam County Health and Human Services,WA028,WA,
WA006,Clallam County Health and Human Services,WA013,WA,
WA007,Columbia County Health Department,WA018,WA,
WA007,Columbia County Health Department,WA026,WA,
WA007,Columbia County Health Department,WA009,WA,
WA007,Columbia County Health Department,WA030,WA,
WA008,Cowlitz County Health& Human Services Department,WA025,WA,
WA008,Cowlitz County Health& Human Services Department,WA015,WA,
WA008,Cowlitz County Health& Human Services Department,WA020,,
WA008,Cowlitz County Health& Human Services Department,WA011,WA,
WA009,Garfield County Health District,WA007,WA,
WA009,Garfield County Health District,WA016,WA,
WA009,Garfield County Health District,WA018,WA,
WA009,Garfield County Health District,WA026,WA,
WA009,Garfield County Health District,WA030,WA,
WA010,Grant County Health District,WA014,WA,
WA010,Grant County Health District,WA019,WA,
WA010,Grant County Health District,WA024,WA,
WA010,Grant County Health District,WA026,WA,
WA010,Grant County Health District,WA005,WA,
WA011,Grays Harbor County Public Health and Social Services,WA008,WA,
WA011,Grays Harbor County Public Health and Social Services,WA017,WA,
WA011,Grays Harbor County Public Health and Social Services,WA020,WA,
WA011,Grays Harbor County Public Health and Social Services,WA015,WA,
WA011,Grays Harbor County Public Health and Social Services,WA031,WA,
WA013,Jefferson County Public Health,WA011,WA,
WA013,Jefferson County Public Health,WA004,WA,
WA013,Jefferson County Public Health,WA015,WA,
WA013,Jefferson County Public Health,WA028,WA,
WA013,Jefferson County Public Health,WA006,WA,
WA014,Kittitas County Public Health Department,WA005,WA,
WA014,Kittitas County Public Health Department,WA010,WA,
WA014,Kittitas County Public Health Department,WA033,WA,
WA015,Lewis County Public Health & Social Services,WA008,WA,
WA015,Lewis County Public Health & Social Services,WA017,WA,
WA015,Lewis County Public Health & Social Services,WA020,WA,
WA015,Lewis County Public Health & Social Services,WA028,WA,
WA015,Lewis County Public Health & Social Services,WA011,WA,
WA016,Lincoln County Health Department,WA001,WA,
WA016,Lincoln County Health Department,WA010,WA,
WA016,Lincoln County Health Department,WA018,WA,
WA016,Lincoln County Health Department,WA028,WA,
WA016,Lincoln County Health Department,WA026,WA,
WA017,Mason County Public Health,WA011,WA,
WA017,Mason County Public Health,WA015,WA,
WA017,Mason County Public Health,WA028,WA,
WA017,Mason County Public Health,WA004,WA,
WA018,Northeast Tri-County Health District,WA005,WA,
WA018,Northeast Tri-County Health District,WA009,WA,
